quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover
2	ROULARTA	BE0003741551	ROU	0	63	11.752923245583446	2959.0158730158732	16.396825396825395	34750.056190476185
2	RTL GROUP	LU0061462528	RTL	0	63	89.1372309465017	23405.85714285714	303.7936507936508	2100147.099365079
2	SAPEC	BE0003625366	SAP	0	63	48.89832955096133	230.47619047619048	5.380952380952381	11222.429682539681
2	BEKAERT	BE0974258874	BEKB	0	63	26.785293216299593	86181.68253968254	897.6190476190476	2330102.774444444
2	BELGACOM	BE0003810273	BELG	0	63	21.89039163439964	644971.1111111111	2676.4285714285716	14162905.57952381
2	BPOST	BE0974268972	BPOST	0	63	14.965131746358525	472374.7301587302	1320.7142857142858	7069741.999682538
2	BREDERODE	LU1068091351	BREB	0	63	27.879816121583957	5468.68253968254	48.84126984126984	152465.48714285714
2	CARDIO3 BIO	BE0974260896	CARD	0	63	40.69876694274468	40983.920634920636	633.5079365079365	1726452.2431746032
2	CFE	BE0003883031	CFEB	0	63	67.9949995893401	19841.079365079364	319.3968253968254	1364728.8852380957
2	CMB	BE0003817344	CMB	0	63	21.631178689019407	23204.238095238095	152.74603174603175	501602.5280952382
2	COFINIMMO	BE0003593044	COFB	0	63	86.50866782181416	34173.444444444445	717.3650793650794	2952060.449047619
2	COLRUYT	BE0974256852	COLR	0	63	39.945717628625715	160140.82539682538	1459.015873015873	6344829.728412696
2	CONNECT GROUP	BE0003786036	CONN	0	63	1.9073493543333524	3158.873015873016	5.190476190476191	6089.92507936508
2	AB INBEV	BE0003793107	ABI	0	63	74.10065284595086	1522370.9841269841	10643.15873015873	112509923.08206347
2	ABLYNX	BE0003877942	ABLX	0	63	8.4585618337149	243878.6349206349	654	2084251.8387301583
2	ACCENTIS	BE0003696102	ACCB	0	62	0.013711925383119095	550203.7096774194	9.17741935483871	7603.382741935484
2	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	63	84.25215288043121	36627.57142857143	755.1269841269841	3094017.890317461
2	AEDIFICA	BE0003851681	AED	0	63	51.30575084010116	8463.460317460318	139.31746031746033	433160.736984127
2	AGEAS	BE0974264930	AGS	0	63	32.03126542630532	456715.5873015873	2681.7936507936506	14647183.262222221
2	AGFA-GEVAERT	BE0003755692	AGFB	0	63	2.0935657578887388	364140.8253968254	255.93650793650792	763404.7277777779
2	ASCENCIO	BE0003856730	ASC	0	59	52.164508106930164	1319.593220338983	9.864406779661017	67886.28983050848
2	ATENOR GROUP	BE0003837540	ATEB	0	63	36.02399262673667	2247.4126984126983	27.634920634920636	81555.89158730156
2	BANIMMO A	BE0003870871	BANI	0	63	8.69976486006333	4636.460317460317	17.88888888888889	39722.80095238095
2	BARCO	BE0003790079	BAR	0	63	55.988465974752735	25239.428571428572	431.92063492063494	1400144.6777777774
2	BEFIMMO	BE0003678894	BEFB	0	63	51.10398148109465	24408.88888888889	364.4761904761905	1248834.9815873015
2	D&#039;IETEREN	BE0974259880	DIE	0	63	35.11313027164856	74043.8253968254	742.6666666666666	2588008.9074603175
2	DECEUNINCK	BE0003789063	DECB	0	63	2.2341167557310766	241056.04761904763	179.88888888888889	536514.103015873
2	DELHAIZE GROUP	BE0003562700	DELB	0	63	48.3157422789444	537309.3174603175	4692.619047619048	25919792.992857143
2	DEXIA	BE0003796134	DEXB	0	63	0.04512205950056153	1928108.111111111	123.04761904761905	87131.35873015875
2	ECKERT-ZIEGLER BG	BE0003689032	EZBG	0	63	2.1545802435991837	5133.555555555556	9.079365079365079	10932.835873015872
2	ECONOCOM GROUP	BE0974266950	ECONB	0	63	8.201113417988891	176943.5873015873	389.1587301587302	1442843.2158730158
2	ELIA	BE0003822393	ELI	0	63	34.710042165592455	27840.14285714286	311.42857142857144	966861.7190476188
2	EURONAV	BE0003816338	EURN	0	60	9.47905401025425	291843.4666666667	652.2833333333333	2794653.0396666666
2	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	63	45.91126756790814	34094.95238095238	495.25396825396825	1564233.3696825397
2	EXMAR	BE0003808251	EXM	0	63	11.777187006358082	68652.31746031746	349.55555555555554	806631.0977777776
2	FAGRON	BE0003874915	FAGR	0	63	30.442317348490867	130086.57142857143	633.5714285714286	4075481.9795238096
2	FLUXYS BELGIUM D	BE0974265945	FLUX	0	63	29.305329043362683	2428.714285714286	20.904761904761905	71056.1442857143
2	FOUNTAIN	BE0003752665	FOU	0	55	2.6045121654690533	2957.927272727273	4.327272727272727	7808.32490909091
2	LEASINVEST	BE0003770840	LEAS	0	63	75.60072471643973	2251.3015873015875	53.23809523809524	170963.90238095235
2	MDXHEALTH	BE0003844611	MDXH	0	63	3.5150331781493462	170659.50793650793	211.4126984126984	661773.8814285712
2	MELEXIS	BE0165385973	MELE	0	63	26.386854884760773	27540.428571428572	279.1111111111111	725283.8199999998
2	MIKO	BE0003731453	MIKO	0	59	67.47690473197225	501.08474576271186	6.11864406779661	33725.901186440686
2	MOBISTAR	BE0003735496	MOBB	0	63	13.434571062092852	132122.03174603175	579.8571428571429	1721370.6726984123
2	MONTEA C.V.A.	BE0003853703	MONT	0	63	30.412938905675684	2851.15873015873	22.142857142857142	86874.08841269843
2	NYRSTAR	BE0003876936	NYR	0	63	2.211597333131132	801404.6984126985	543.0952380952381	1757524.923968254
2	OIM	GB00B063YS85	OIM	0	63	0.4633938880014831	125934.63492063493	43.36507936507937	64443.31857142858
2	SIOEN	BE0003743573	SIOE	0	63	8.894563730436364	9203.888888888889	36.03174603174603	82189.43746031748
2	SIPEF	BE0003898187	SIP	0	63	58.56226526537241	3166.5396825396824	56.22222222222222	185671.5993650794
2	SMARTPHOTO GROUP	BE0003663748	SMAR	0	62	0.5253190330915998	17486.677419354837	8.225806451612904	9196.431129032262
2	SOFINA	BE0003717312	SOF	0	63	86.75518054865776	11409.84126984127	253.44444444444446	986425.4257142855
2	TELENET GROUP	BE0003826436	TNET	0	63	44.638599730659315	95301.74603174604	1069.2222222222222	4259576.167936509
2	TER BEKE	BE0003573814	TERB	0	63	57.69040611744055	446.41269841269843	9.73015873015873	26008.01793650794
2	TESSENDERLO	BE0003555639	TESB	0	63	18.147006892961343	69523.38095238095	395.2063492063492	1271465.1833333333
2	TEXAF	BE0974263924	TEXF	0	63	34.12950644669623	484.6190476190476	7.333333333333333	16602.328095238103
2	THROMBOGENICS	BE0003846632	THR	0	63	19.55688200706301	161323.19047619047	1044.095238095238	3213562.5679365085
2	TIGENIX	BE0003864817	TIG	0	63	0.8163659180265954	3577263.126984127	566.1428571428571	3011100.6515873
2	TUBIZE-FIN	BE0003823409	TUB	0	63	49.2719840052317	12350.714285714286	151.55555555555554	601578.2649206349
2	UCB	BE0003739530	UCB	0	63	55.037542917479485	294271.31746031746	2658.5555555555557	16128350.525555557
2	UMICORE	BE0003884047	UMI	0	63	33.843441723668725	580042.3492063492	3849.3333333333335	19509251.252063494
2	VAN DE VELDE	BE0003839561	VAN	0	63	36.922777441340685	8654.444444444445	79.5079365079365	318278.64682539686
2	VASTNED RETAIL BEL	BE0003754687	VASTB	0	63	53.818689396223604	929.2857142857143	13.492063492063492	49911.26301587304
2	VGP	BE0003878957	VGP	0	63	18.02068369445833	219.5079365079365	2.492063492063492	4003.2555555555555
2	VIOHALCO	BE0974271034	VIO	0	63	4.200956462225474	52623.76190476191	150.53968253968253	222411.20904761902
2	WAREHOUSES-SICAFI	BE0003734481	WEB	0	62	54.190358735752156	782.6451612903226	8.096774193548388	42354.11370967741
2	WDP	BE0003763779	WDP	0	63	53.67438597381799	12145.396825396825	177.9047619047619	650553.8882539681
2	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	63	86.95243643670871	1300.873015873016	49.65079365079365	113479.50492063494
2	ZENITEL	BE0003806230	ZENT	0	58	0.7746913826210085	10191	6.362068965517241	8479.05120689655
2	ZETES INDUSTRIES	BE0003827442	ZTS	0	63	18.822826667239546	4541.190476190476	31.793650793650794	88373.6773015873
1	GBL	BE0003797140	GBLB	0	65	64.52473657791829	86622.81538461539	1028.753846153846	5584527.000461538
1	GIMV	BE0003699130	GIMB	0	65	37.14052960005412	14505.36923076923	187.26153846153846	539156.3852307692
1	GLOBAL GRAPHICS	FR0004152221	GLOG	0	63	1.3408447866933195	14883.888888888889	15.412698412698413	20571.567936507945
1	GREENYARD FOODS	BE0003765790	GRYFO	0	65	12.214207472826217	1872.7846153846153	12.646153846153846	22713.693076923075
1	HAMON	BE0003700144	HAMO	0	65	14.936585045912635	3346.6615384615384	26.676923076923078	50611.47046153846
1	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	65	75.47847629240862	708.0923076923077	14.953846153846154	53212.95230769233
1	IBA	BE0003766806	IBAB	0	65	6.875442228514343	32554.415384615386	99.73846153846154	225225.29230769226
1	IEP INVEST	BE0003748622	IEP	0	65	6.885720337175841	36778.123076923075	23.323076923076922	253865.60953846152
1	IMMO MOURY	BE0003893139	IMMOU	0	65	55.96466461309877	60	2.4461538461538463	3243.498153846154
1	IMMOBEL	BE0003599108	IMMO	0	65	36.16858511425713	2162.0461538461536	25.861538461538462	78138.6493846154
1	INTERVEST OFF-WARE	BE0003746600	INTO	0	65	19.068814731322863	5035.892307692307	57.323076923076925	96009.31492307692
1	JENSEN-GROUP	BE0003858751	JEN	0	65	11.553563026651217	5208.384615384615	19.76923076923077	62150.340615384615
1	KBC	BE0003565737	KBC	0	65	39.498250199992434	930346.8307692307	5293.738461538462	36788845.004923075
1	KBC ANCORA	BE0003867844	KBCA	0	65	24.24643660707173	98760.33846153846	519.0615384615385	2388005.7532307687
1	KEYWARE TECH.	BE0003880979	KEYW	0	65	0.695753202686385	11878.584615384616	8.261538461538462	8345.184
1	KINEPOLIS GROUP	BE0974274061	KIN	0	65	21.62682651350465	17863.615384615383	95.12307692307692	386627.52323076915
1	LEASINVEST	BE0003770840	LEAS	0	65	73.13277138092653	1523.9076923076923	44.98461538461538	111360.69353846152
1	MDXHEALTH	BE0003844611	MDXH	0	65	2.887821656238488	50498.18461538461	53.46153846153846	145905.61292307696
1	MELEXIS	BE0165385973	MELE	0	65	22.560809812504537	24016.184615384616	222.3230769230769	547253.6336923077
1	MIKO	BE0003731453	MIKO	0	57	62.92236861400646	317.2280701754386	4.771929824561403	20022.40543859649
1	MOBISTAR	BE0003735496	MOBB	0	65	13.356894092613492	122709.69230769231	554.2307692307693	1641232.8053846157
1	MONTEA C.V.A.	BE0003853703	MONT	0	65	30.008857112757724	1288.9384615384615	11.246153846153845	38683.985384615386
1	NYRSTAR	BE0003876936	NYR	0	65	2.093589916561974	1004849.3692307692	704.5230769230769	1996842.7073846157
1	4ENERGY INVEST	BE0974275076	ENINV	0	61	4.3161426208605524	6217.55737704918	24.262295081967213	31649.77524590163
1	AB INBEV	BE0003793107	ABI	0	65	74.89637345707129	1267364.1692307692	8421.63076923077	94872918.96476923
1	ABLYNX	BE0003877942	ABLX	0	65	7.271384063370718	137841.3076923077	363.10769230769233	1003800.2455384618
1	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	65	79.8514035645964	28172.830769230768	570.2153846153847	2246243.6975384615
1	AEDIFICA	BE0003851681	AED	0	65	50.954788660513	7067.615384615385	111.38461538461539	360242.9775384617
1	AGEAS	BE0974264930	AGS	0	65	30.04519240508226	462489.6615384615	2721.507692307692	13883265.348615382
1	AGFA-GEVAERT	BE0003755692	AGFB	0	65	1.6805736989621487	262995.95384615386	143.3846153846154	439071.86000000004
1	ASCENCIO	BE0003856730	ASC	0	60	51.72324269906064	642.2833333333333	6.316666666666666	32984.889833333335
1	ATENOR GROUP	BE0003837540	ATEB	0	65	33.85099478978176	1887.4923076923078	19.276923076923076	63717.26969230768
1	BANIMMO A	BE0003870871	BANI	0	65	8.873573797417142	1851.123076923077	8.876923076923077	16403.88246153846
1	BARCO	BE0003790079	BAR	0	65	56.270696446953224	24850.2	459.8	1399086.9904615388
1	BEFIMMO	BE0003678894	BEFB	0	65	51.6968921605013	19605.2	337.75384615384615	1010947.5736923076
1	D&#039;IETEREN	BE0974259880	DIE	0	65	34.74187588149237	36777.2	418.81538461538463	1279433.9344615387
1	DECEUNINCK	BE0003789063	DECB	0	65	1.6382533662017453	118367.83076923077	67.9076923076923	190482.68923076935
1	DELHAIZE GROUP	BE0003562700	DELB	0	65	43.96012827480563	417955.41538461536	3743.5538461538463	18424349.492769223
1	DEXIA	BE0003796134	DEXB	0	65	0.04430675618464752	3644624.6	172.98461538461538	153436.36276923076
1	ECKERT-ZIEGLER BG	BE0003689032	EZBG	0	65	2.012121220213794	5292.553846153846	9.830769230769231	10874.456
1	ECONOCOM GROUP	BE0974266950	ECONB	0	65	7.2219532935983315	151610.52307692307	345.2769230769231	1118354.059692308
1	ELIA	BE0003822393	ELI	0	65	33.48755794815301	30254.96923076923	343.87692307692305	1013422.6296923077
1	EURONAV	BE0003816338	EURN	0	64	5.49220135291828	105724.140625	183.828125	599641.459375
1	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	65	45.56267351959642	48788.8	683.0307692307692	2164524.909538462
1	EXMAR	BE0003808251	EXM	0	65	10.403762922451174	118061.87692307692	366.9384615384615	1247490.3460000004
1	FAGRON	BE0003874915	FAGR	0	65	23.560061818118644	49256.338461538464	302.6923076923077	1162709.9452307692
1	FLUXYS BELGIUM D	BE0974265945	FLUX	0	65	27.572043731415476	2828.1384615384613	25.861538461538462	78105.87584615382
1	BEKAERT	BE0974258874	BEKB	0	65	27.350062673571387	100359.36923076923	1012.9538461538461	2748481.905538462
1	BELGACOM	BE0003810273	BELG	0	65	20.918836405080892	732879.3384615384	2921.876923076923	15341135.261999998
1	BPOST	BE0974268972	BPOST	0	65	15.056235962378642	419266.04615384614	1273.4307692307693	6281615.945846154
1	BREDERODE	LU1068091351	BREB	0	65	26.61508734121478	5904.984615384616	54.33846153846154	157084.6112307692
1	CARDIO3 BIO	BE0974260896	CARD	0	65	20.350631138965714	37442.661538461536	390.7230769230769	867092.648769231
1	CFE	BE0003883031	CFEB	0	65	61.13531564525789	17480.26153846154	294.0615384615385	1056982.6035384613
1	CMB	BE0003817344	CMB	0	65	20.389584735278262	24675.26153846154	155.63076923076923	500903.11
1	COFINIMMO	BE0003593044	COFB	0	65	88.58639492342061	28734.76923076923	652.4153846153846	2554250.4683076926
1	COLRUYT	BE0974256852	COLR	0	65	40.6337010215564	121138.7076923077	1216.7384615384615	4911795.288923076
1	CONNECT GROUP	BE0003786036	CONN	0	64	1.7453980108145821	3040.296875	4.296875	5499.128593750001
1	OPTION	BE0003836534	OPTI	0	65	0.26847126209102634	299447.6769230769	46.292307692307695	81838.1587692308
1	PICANOL	BE0003807246	PIC	0	65	25.416606428186387	4137.969230769231	48.61538461538461	105460.65138461535
1	QUESTFOR GR-PRICAF	BE0003730448	QFG	0	65	7.508073511006587	5298.615384615385	15.76923076923077	40281.619692307686
1	REALDOLMEN	BE0003899193	REA	0	65	17.7961969633068	6653.369230769231	52.4	122967.86923076924
1	RECTICEL	BE0003656676	REC	0	65	5.106073592495396	53219.86153846154	116.64615384615385	273273.9876923076
1	RENTABILIWEB	BE0946620946	BIL	0	65	6.098000441739676	25217.061538461538	63.353846153846156	155885.58430769228
1	RESILUX	BE0003707214	RES	0	65	84.42814497026346	2081.5692307692307	55.292307692307695	177435.57307692306
1	RETAIL ESTATES	BE0003720340	RET	0	65	56.333536431263155	1856.1846153846154	27.4	104795.43415384616
1	RHJ INTERNATIONAL	BE0003815322	RHJI	0	65	3.8074396543159743	61858.584615384614	75	236504.1901538461
1	ROULARTA	BE0003741551	ROU	0	65	11.141904629200585	1487.676923076923	9.815384615384616	16653.730923076924
1	RTL GROUP	LU0061462528	RTL	0	65	82.40586791644279	50358.21538461538	431.2	4186499.8795384625
1	SAPEC	BE0003625366	SAP	0	65	48.73522379472439	248.09230769230768	6.8307692307692305	12051.671384615385
1	UCB	BE0003739530	UCB	0	65	48.46363480855198	208800.21538461538	1968.3076923076924	10110303.921846151
1	UMICORE	BE0003884047	UMI	0	65	34.04228660652497	425073.3538461538	3018.276923076923	14439664.01369231
1	VAN DE VELDE	BE0003839561	VAN	0	65	35.895769488641875	7138.430769230769	57.23076923076923	256621.59399999998
1	VASTNED RETAIL BEL	BE0003754687	VASTB	0	65	52.058927079115705	790.5538461538462	10.984615384615385	41043.42307692307
1	VGP	BE0003878957	VGP	0	65	18.76791068483725	152.43076923076924	1.7076923076923076	2857.7510769230767
1	WAREHOUSES-SICAFI	BE0003734481	WEB	0	59	52.47524691948975	576.1525423728814	5.677966101694915	30325.33711864407
1	WDP	BE0003763779	WDP	0	65	53.19642062520249	9319.876923076923	143.8153846153846	495961.44323076925
1	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	65	83.83726371333438	1823.0923076923077	59.04615384615385	152140.49246153844
1	ZETES INDUSTRIES	BE0003827442	ZTS	0	65	17.26720332456703	2332.0923076923077	17.661538461538463	40250.47461538461
1	SIOEN	BE0003743573	SIOE	0	65	8.193298381807622	17157.092307692306	57.723076923076924	139527.41599999997
1	SIPEF	BE0003898187	SIP	0	65	53.987210286804206	2914.3384615384616	53.10769230769231	157865.0849230769
1	SMARTPHOTO GROUP	BE0003663748	SMAR	0	65	0.5622129963933317	27749.476923076923	9.984615384615385	15769.057230769227
1	SOFINA	BE0003717312	SOF	0	65	77.7829898511992	11048.446153846155	246.76923076923077	862497.3570769234
1	TELENET GROUP	BE0003826436	TNET	0	65	39.66740765064765	81750.98461538462	870.6615384615385	3238266.191384616
1	TER BEKE	BE0003573814	TERB	0	65	56.49948948210724	505.2153846153846	9.430769230769231	28460.793076923073
1	TESSENDERLO	BE0003555639	TESB	0	65	17.026174369472674	70041.86153846154	424.7076923076923	1170665.2810769232
1	TEXAF	BE0974263924	TEXF	0	65	35.09494609465657	760.2153846153847	10.953846153846154	26600.415538461544
1	THROMBOGENICS	BE0003846632	THR	0	65	18.82299086344415	170264.1076923077	1030.3538461538462	3237767.0921538463
1	TIGENIX	BE0003864817	TIG	0	65	0.3958258726136893	2862405.369230769	262	1203434.5695384617
1	TUBIZE-FIN	BE0003823409	TUB	0	65	42.72006462603372	9502.676923076922	106.49230769230769	407464.77507692296
0	OPTION	BE0003836534	OPTI	0	66	0.2068167693628161	135033.42424242425	24.40909090909091	28607.40863636364
0	PICANOL	BE0003807246	PIC	0	66	22.788366926295023	5992.363636363636	52.65151515151515	140923.2990909091
0	QUESTFOR GR-PRICAF	BE0003730448	QFG	0	66	6.721039791004355	3782.257575757576	9.893939393939394	25424.848181818183
0	REALDOLMEN	BE0003899193	REA	0	66	15.662814427172858	3928.378787878788	30.363636363636363	63091.82803030304
0	RECTICEL	BE0003656676	REC	0	66	5.217731212750154	20351.636363636364	70.06060606060606	105277.31681818182
0	RENTABILIWEB	BE0946620946	BIL	0	66	5.120394646281094	9287.333333333334	27.40909090909091	47687.36196969699
0	RESILUX	BE0003707214	RES	0	66	66.21758448953172	1938.4848484848485	40.84848484848485	134777.29742424245
0	RETAIL ESTATES	BE0003720340	RET	0	66	55.1078178176802	2105.681818181818	27.37878787878788	115098.18848484849
0	RHJ INTERNATIONAL	BE0003815322	RHJI	0	66	3.8153180993032354	70616.66666666667	94.28787878787878	270477.61757575755
0	ROULARTA	BE0003741551	ROU	0	66	11.347059100246183	1770.6666666666667	11.409090909090908	20175.851060606055
0	RTL GROUP	LU0061462528	RTL	0	66	66.05245900001427	36015.27272727273	344	2413741.5407575755
0	SAPEC	BE0003625366	SAP	0	64	45.549370315401326	363.84375	7.46875	16592.9209375
0	LEASINVEST	BE0003770840	LEAS	0	65	68.43098387492256	1591.8923076923077	45.47692307692308	109009.2236923077
0	MDXHEALTH	BE0003844611	MDXH	0	66	2.585220205869884	77287.59090909091	77	204722.3862121212
0	MELEXIS	BE0165385973	MELE	0	66	18.24707764826855	17901.71212121212	141.78787878787878	325740.4713636363
0	MIKO	BE0003731453	MIKO	0	60	58.499531055543585	420.5833333333333	4.683333333333334	24390.552333333333
0	MOBISTAR	BE0003735496	MOBB	0	66	12.505227681371792	203476.39393939395	908.3484848484849	2393388.3178787883
0	MONTEA C.V.A.	BE0003853703	MONT	0	66	29.542952037073288	1205.9242424242425	9.954545454545455	35343.19348484848
0	NYRSTAR	BE0003876936	NYR	0	66	2.6998341973736943	571844.2575757576	500.969696969697	1534246.3483333332
0	OIM	GB00B063YS85	OIM	0	63	0.3230011993540288	27157.555555555555	8.174603174603174	8941.487619047624
0	BEKAERT	BE0974258874	BEKB	0	66	27.40544453536416	117174.5303030303	1103.3484848484848	3208913.141969696
0	BELGACOM	BE0003810273	BELG	0	66	18.21370050696374	651802.4090909091	2532.151515151515	11887992.458030306
0	BPOST	BE0974268972	BPOST	0	66	14.403034336276567	266439.74242424243	557.1969696969697	3832397.966363636
0	BREDERODE	LU1068091351	BREB	0	66	25.45135115369618	4259.545454545455	33.07575757575758	108474.37863636368
0	CARDIO3 BIO	BE0974260896	CARD	0	63	16.473679793984815	6810.650793650793	51.77777777777778	118869.15428571428
0	CFE	BE0003883031	CFEB	0	66	44.74304298023213	21961.621212121212	256.56060606060606	1064556.1381818182
0	CMB	BE0003817344	CMB	0	66	16.857062285111205	20671.984848484848	121.34848484848484	369903.13499999995
0	COFINIMMO	BE0003593044	COFB	0	66	85.49339722665606	31001.5	717.3636363636364	2652076.6365151512
0	COLRUYT	BE0974256852	COLR	0	66	42.54791142693473	116964.63636363637	1247.1060606060605	4969504.144848485
0	CONNECT GROUP	BE0003786036	CONN	0	66	1.6992178022171456	1880.621212121212	3.409090909090909	3410.742424242425
0	D&#039;IETEREN	BE0974259880	DIE	0	66	34.56258483462864	36763.333333333336	554.2424242424242	1268504.6943939393
0	DECEUNINCK	BE0003789063	DECB	0	66	1.2777721137082334	66716.72727272728	37.36363636363637	87457.12727272727
0	DELHAIZE GROUP	BE0003562700	DELB	0	66	49.14581434240063	473173.5	4788.863636363636	23215065.94424243
0	DEXIA	BE0003796134	DEXB	0	66	0.03354887985877019	5295609.060606061	195	181684.023030303
0	ECKERT-ZIEGLER BG	BE0003689032	EZBG	0	66	1.8086389075325442	3719.151515151515	6.424242424242424	6844.670757575758
0	ECONOCOM GROUP	BE0974266950	ECONB	0	66	5.886144569719792	63127.242424242424	186.95454545454547	374883.4280303031
0	ELIA	BE0003822393	ELI	0	66	31.99892985196895	22859.575757575756	323.030303030303	732005.7215151514
0	EURONAV	BE0003816338	EURN	0	66	4.08345759180224	47250.242424242424	95.57575757575758	197247.64181818184
0	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	66	52.141792862427046	21066.590909090908	403.0151515151515	1073114.404090909
0	EXMAR	BE0003808251	EXM	0	66	8.755878856018793	62049.06060606061	252.63636363636363	548622.7230303031
0	FAGRON	BE0003874915	FAGR	0	66	20.567758908034094	76904.92424242424	427.1666666666667	1622593.8496969694
0	FLUXYS BELGIUM D	BE0974265945	FLUX	0	65	30.23790502117937	3422.769230769231	19.43076923076923	101942.95246153844
0	GBL	BE0003797140	GBLB	0	66	61.040320829310076	90513.39393939394	1066.4848484848485	5514922.380454546
0	GIMV	BE0003699130	GIMB	0	66	37.39169583576598	12148.727272727272	172.43939393939394	453541.9937878788
0	GLOBAL GRAPHICS	FR0004152221	GLOG	0	61	1.177276237828017	5519.901639344263	5.049180327868853	6482.568196721311
0	GREENYARD FOODS	BE0003765790	GRYFO	0	66	14.380308899103023	1947.909090909091	15.242424242424242	27564.29363636364
0	HAMON	BE0003700144	HAMO	0	65	14.592559746528652	2896.6923076923076	24.29230769230769	43332.58246153848
0	HOME INV.BELG-SIFI	BE0003760742	HOMI	0	66	75.31323388328143	540.6666666666666	11.424242424242424	40660.29924242425
0	IBA	BE0003766806	IBAB	0	66	5.987994011021402	19223.015151515152	68.86363636363636	115564.83499999999
0	IEP INVEST	BE0003748622	IEP	0	66	6.667277145684622	22721.090909090908	45.86363636363637	153404.7334848485
0	IMMO MOURY	BE0003893139	IMMOU	0	66	58.690966529058585	35.92424242424242	1.9545454545454546	2091.5845454545465
0	IMMOBEL	BE0003599108	IMMO	0	66	35.26913949285943	1737.3939393939395	23.348484848484848	61370.6203030303
0	INTERVEST OFF-WARE	BE0003746600	INTO	0	66	18.4993838333931	4482.712121212121	53.39393939393939	82976.15500000003
0	JENSEN-GROUP	BE0003858751	JEN	0	66	10.244692219617496	2460.818181818182	17.818181818181817	25025.35318181818
0	KBC	BE0003565737	KBC	0	66	33.35896635828412	1044154.9545454546	6040.030303030303	34921312.26363637
0	KBC ANCORA	BE0003867844	KBCA	0	66	17.288486465931683	95006.65151515152	402.8636363636364	1656037.9760606054
0	KEYWARE TECH.	BE0003880979	KEYW	0	66	0.7360154133557395	5784.484848484848	5.606060606060606	4265.587424242423
0	KINEPOLIS GROUP	BE0974274061	KIN	0	66	20.32388248091549	18009.772727272728	100.51515151515152	365995.8559090911
0	4ENERGY INVEST	BE0974275076	ENINV	0	59	5.010196481609167	905.271186440678	5.203389830508475	4534.190169491525
0	AB INBEV	BE0003793107	ABI	0	66	71.75075810283569	1425413.606060606	10124.69696969697	102263393.3321212
0	ABLYNX	BE0003877942	ABLX	0	66	6.95877474149114	154716.9393939394	321.8484848484849	1148629.3483333334
0	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	66	69.11591973504596	25026.409090909092	489.6212121212121	1749527.4753030308
0	AEDIFICA	BE0003851681	AED	0	66	49.30303743451877	7197.863636363636	97.62121212121212	358955.55333333334
0	AGEAS	BE0974264930	AGS	0	66	29.229950085500516	486786.8939393939	2715.2272727272725	14256512.35939394
0	AGFA-GEVAERT	BE0003755692	AGFB	0	66	1.5598457913568542	340303.8787878788	176.8030303030303	543908.9209090909
0	ASCENCIO	BE0003856730	ASC	0	59	49.84442316680943	407.5593220338983	4.711864406779661	20253.58932203389
0	ATENOR GROUP	BE0003837540	ATEB	0	65	31.729015940483126	1622.8615384615384	15.323076923076924	52101.791692307685
0	BANIMMO A	BE0003870871	BANI	0	66	9.001667494860271	2445.3636363636365	11.515151515151516	21539.647575757575
0	BARCO	BE0003790079	BAR	0	66	56.25742144312844	33449.954545454544	649.1969696969697	1884144.4918181817
0	BEFIMMO	BE0003678894	BEFB	0	66	50.76799815653156	18822.727272727272	340.5	957745.2871212123
0	SIOEN	BE0003743573	SIOE	0	66	7.048021849071446	9672.333333333334	32.333333333333336	69113.22045454546
0	SIPEF	BE0003898187	SIP	0	66	52.09769371522705	3373.181818181818	68.83333333333333	175577.8625757576
0	SMARTPHOTO GROUP	BE0003663748	SMAR	0	64	0.552520954218191	53622.046875	14.140625	30051.127343750006
0	SOFINA	BE0003717312	SOF	0	66	70.77019706844423	7744.378787878788	155.87878787878788	548220.4177272728
0	TELENET GROUP	BE0003826436	TNET	0	66	36.65467619041455	92118.63636363637	969.6969696969697	3379489.750757576
0	TER BEKE	BE0003573814	TERB	0	66	53.23698683345808	329.4848484848485	5.893939393939394	17570.33681818182
0	TESSENDERLO	BE0003555639	TESB	0	66	18.685876624681622	55946.242424242424	398.56060606060606	1016871.209848485
0	TEXAF	BE0974263924	TEXF	0	66	30.459590130832606	892.1515151515151	9.772727272727273	27164.59666666667
0	THROMBOGENICS	BE0003846632	THR	0	66	28.00789089967985	256663.07575757575	1828.621212121212	6681528.926212121
0	TUBIZE-FIN	BE0003823409	TUB	0	66	37.4559813551791	7087.272727272727	80.66666666666667	268062.1822727273
0	UCB	BE0003739530	UCB	0	66	44.50665776085373	216799.34848484848	2111.560606060606	9696608.03621212
0	UMICORE	BE0003884047	UMI	0	66	34.74542104456651	455698.98484848486	3573.469696969697	15750632.47666667
0	VAN DE VELDE	BE0003839561	VAN	0	66	35.14664189014658	4023.4848484848485	40.166666666666664	140640.4059090909
