quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover	COMP	Total Revenue	Cost of Revenue	Gross Profit	Operating Expenses	Research Development	Selling General and Administrative	Total Operating Expenses	Operating Income or Loss	Operating Income or Loss	Total Other Income/Expenses Net	Earnings Before Interest And Taxes	Interest Expense	Income Before Tax	Net Income From Continuing Ops	Net Income	Cash And Cash Equivalents	Short Term Investments	Net Receivables	Inventory	Other Current Assets	Total Current Assets	Long Term Investments	Property Plant and Equipment	Goodwill	Intangible Assets	Accumulated Amortization	Other Assets	Total Assets	Accounts Payable	Short/Current Long Term Debt	Total Current Liabilities	Long Term Debt	Deferred Long Term Liability Charges	Total Liabilities	Common Stock	Retained Earnings	Total Stockholder Equity	Net Tangible Assets	Net Income	Depreciation	Changes In Accounts Receivables	Changes In Liabilities	Changes In Inventories	Changes In Other Operating Activities	Total Cash Flow From Operating Activities	Capital Expenditures	Investments	Other Cash flows from Investing Activities	Total Cash Flows From Investing Activities	Dividends Paid	Sale Purchase of Stock	Net Borrowings	Total Cash Flows From Financing Activities	Effect Of Exchange Rate Changes	Change In Cash and Cash Equivalents
1	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	65	45.56267351959642	48788.8	683.0307692307692	2164524.909538462	EVS	39000	10000	28000	22000	0	0	22000	16000	16000	0	16000	0	0	11000	0	12000	0	33000	16000	3000	63000	9000	0	0	0	0	0	109000	5000	10000	30000	8000	0	40000	8000	65000	0	0	0	0	-10000	0	0	1000	3000	-2000	0	0	-2000	0	0	0	-7000	0	-6000
1	EXMAR	BE0003808251	EXM	0	65	10.403762922451174	118061.87692307692	366.9384615384615	1247490.3460000004	EXM	89000	112000	-23000	131000	0	0	131000	-42000	-42000	0	-42000	-12000	0	8000	0	216000	13000	77000	0	20000	325000	7000	0	0	0	0	0	1189000	53000	659000	251000	504000	0	782000	299000	161000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	FLUXYS BELGIUM D	BE0974265945	FLUX	0	65	27.572043731415476	2828.1384615384613	25.861538461538462	78105.87584615382	FLUX	156000	53000	103000	112000	0	0	112000	44000	44000	0	44000	-13000	0	20000	0	131000	144000	70000	47000	17000	408000	0	0	0	0	0	0	2858000	38000	1588000	167000	1484000	0	2067000	60000	733000	0	0	0	36000	-7000	0	-1000	-4000	38000	-25000	0	0	-20000	0	0	0	-67000	0	-49000
1	BEKAERT	BE0974258874	BEKB	0	65	27.350062673571387	100359.36923076923	1012.9538461538461	2748481.905538462	BEKB	769000	652000	117000	728000	0	0	728000	41000	41000	0	41000	-17000	0	1000	0	392000	10000	781000	539000	36000	1772000	179000	0	0	0	0	0	3380000	339000	1012000	972000	688000	0	1877000	208000	1308000	0	0	0	31000	0	0	0	81000	122000	-31000	0	0	-26000	0	0	0	-56000	-3000	37000
1	BPOST	BE0974268972	BPOST	0	65	15.056235962378642	419266.04615384614	1273.4307692307693	6281615.945846154	BPOST	636000	487000	149000	544000	0	0	544000	93000	93000	0	93000	-2000	0	53000	0	448000	0	387000	9000	14000	858000	341000	0	0	0	0	0	1929000	189000	87000	810000	73000	13000	1352000	364000	153000	0	0	0	6000	-69000	0	-1000	11000	47000	-29000	0	0	-34000	0	0	0	-195000	0	-183000
1	BREDERODE	LU1068091351	BREB	0	65	26.61508734121478	5904.984615384616	54.33846153846154	157084.6112307692	BREB	38000	0	38000	-1000	0	0	-1000	39000	39000	0	39000	0	0	34000	0	34000	0	5000	0	4000	43000	1090000	0	0	0	0	0	1138000	0	0	19000	0	0	19000	246000	0	0	0	0	0	0	0	0	7000	0	0	0	0	4000	0	0	0	0	0	4000
1	CARDIO3 BIO	BE0974260896	CARD	0	65	20.350631138965714	37442.661538461536	390.7230769230769	867092.648769231	CARD	0	2000	-2000	3000	0	0	3000	-3000	-3000	0	-3000	0	0	-3000	0	19000	3000	0	0	0	23000	0	0	0	0	0	0	32000	2000	0	3000	0	1000	15000	55000	-36000	0	0	0	0	0	0	0	0	-3000	0	0	0	-2000	0	0	0	12000	0	8000
1	CFE	BE0003883031	CFEB	0	65	61.13531564525789	17480.26153846154	294.0615384615385	1056982.6035384613	CFEB	592000	369000	223000	568000	0	0	568000	24000	24000	0	24000	-10000	0	-44000	0	475000	1000	1117000	216000	101000	1909000	42000	0	0	0	0	0	4161000	1046000	1287000	1951000	859000	0	2958000	841000	358000	0	0	0	32000	17000	0	-1000	0	65000	-13000	0	0	73000	0	0	0	-13000	1000	126000
1	CMB	BE0003817344	CMB	0	65	20.389584735278262	24675.26153846154	155.63076923076923	500903.11	CMB	189000	185000	3000	210000	0	0	210000	-21000	-21000	0	-21000	-44000	0	13000	0	81000	4000	122000	11000	47000	266000	31000	0	0	0	0	0	2095000	16000	808000	209000	712000	0	1013000	35000	1022000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	COFINIMMO	BE0003593044	COFB	0	65	88.58639492342061	28734.76923076923	652.4153846153846	2554250.4683076926	COFB	74000	26000	47000	27000	0	0	27000	46000	46000	0	46000	-17000	0	0	0	16000	0	41000	0	46000	105000	12000	0	0	0	0	0	3670000	26000	1744000	576000	1267000	0	1989000	1242000	646000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	COLRUYT	BE0974256852	COLR	0	65	40.6337010215564	121138.7076923077	1216.7384615384615	4911795.288923076	COLR	2200000	1686000	514000	2082000	0	0	2082000	118000	118000	0	118000	0	0	87000	0	603000	17000	522000	575000	5000	1742000	160000	0	0	0	0	0	3722000	1047000	32000	1593000	11000	0	1755000	261000	1996000	0	0	0	49000	14000	0	-5000	2000	186000	-107000	0	0	-102000	0	0	0	-90000	0	-6000
1	OPTION	BE0003836534	OPTI	0	65	0.26847126209102634	299447.6769230769	46.292307692307695	81838.1587692308	OPTI	2000	1000	1000	4000	0	0	4000	-2000	-2000	0	-2000	0	0	-2000	0	2000	0	1000	3000	0	6000	1000	0	0	0	0	0	12000	6000	9000	10000	8000	4000	18000	5000	-8000	0	0	0	-1000	1000	0	1000	0	-2000	0	0	0	-1000	0	0	0	0	0	-2000
1	PICANOL	BE0003807246	PIC	0	65	25.416606428186387	4137.969230769231	48.61538461538461	105460.65138461535	PIC	128000	97000	31000	106000	0	0	106000	22000	22000	0	22000	0	0	15000	0	40000	0	79000	53000	0	174000	189000	0	0	0	0	0	421000	52000	14000	111000	0	3000	132000	23000	262000	0	0	0	2000	0	0	0	4000	20000	-4000	0	0	-99000	0	0	0	-2000	-1000	-81000
1	REALDOLMEN	BE0003899193	REA	0	65	17.7961969633068	6653.369230769231	52.4	122967.86923076924	REA	66000	64000	3000	64000	0	0	64000	3000	3000	0	3000	0	0	2000	0	23000	0	72000	2000	1000	98000	0	0	0	0	0	0	222000	16000	20000	64000	15000	0	85000	71000	67000	0	0	0	1000	0	0	0	1000	3000	0	0	0	0	0	0	0	0	0	3000
1	RECTICEL	BE0003656676	REC	0	65	5.106073592495396	53219.86153846154	116.64615384615385	273273.9876923076	REC	172000	136000	36000	171000	0	0	171000	1000	1000	0	1000	-2000	0	-13000	0	26000	0	103000	94000	4000	235000	73000	0	0	0	0	0	612000	82000	165000	265000	81000	1000	426000	179000	34000	0	0	0	5000	7000	0	1000	8000	-6000	-2000	0	0	2000	0	0	0	-1000	0	-4000
1	RENTABILIWEB	BE0946620946	BIL	0	65	6.098000441739676	25217.061538461538	63.353846153846156	155885.58430769228	BIL	19000	18000	2000	18000	0	0	18000	1000	1000	0	1000	0	0	1000	0	6000	0	29000	0	0	36000	0	0	0	0	0	0	96000	11000	0	24000	0	0	25000	38000	3000	0	0	0	0	0	0	0	-2000	-1000	0	0	0	0	0	0	0	0	0	-1000
1	RESILUX	BE0003707214	RES	0	65	84.42814497026346	2081.5692307692307	55.292307692307695	177435.57307692306	RES	72000	58000	13000	68000	0	0	68000	3000	3000	0	3000	-1000	0	2000	0	6000	0	40000	42000	2000	90000	0	0	0	0	0	0	183000	39000	50000	71000	26000	0	104000	34000	0	0	0	0	4000	-2000	0	0	4000	3000	-4000	0	0	-5000	0	0	0	2000	0	0
1	RETAIL ESTATES	BE0003720340	RET	0	65	56.333536431263155	1856.1846153846154	27.4	104795.43415384616	RET	14000	2000	11000	3000	0	0	3000	11000	11000	0	11000	-4000	0	7000	0	2000	0	2000	0	5000	10000	0	0	0	0	0	0	756000	0	374000	34000	352000	0	399000	254000	58000	0	0	0	0	2000	0	0	-3000	0	0	0	0	-22000	0	0	0	1000	0	-20000
1	RHJ INTERNATIONAL	BE0003815322	RHJI	0	65	3.8074396543159743	61858.584615384614	75	236504.1901538461	RHJI	43000	2000	41000	41000	0	0	41000	2000	2000	0	2000	-15000	0	-9000	0	202000	0	886000	0	1000	2456000	113000	0	0	0	0	0	2958000	2000	2000	2202000	1000	0	2436000	508000	30000	0	0	0	0	3000	0	0	44000	34000	0	0	0	-146000	0	0	0	0	10000	-102000
1	ROULARTA	BE0003741551	ROU	0	65	11.141904629200585	1487.676923076923	9.815384615384616	16653.730923076924	ROU	164000	103000	61000	163000	0	0	163000	1000	1000	0	1000	-2000	0	-26000	0	28000	23000	185000	19000	47000	302000	4000	0	0	0	0	0	852000	163000	128000	283000	121000	0	554000	204000	104000	0	0	0	2000	-1000	0	0	1000	0	-1000	0	0	9000	0	0	0	-7000	0	2000
1	RTL GROUP	LU0061462528	RTL	0	65	82.40586791644279	50358.21538461538	431.2	4186499.8795384625	RTL	1841000	685000	1156000	1440000	0	0	1440000	401000	401000	0	401000	-4000	0	355000	0	574000	12000	1654000	15000	1004000	3345000	401000	0	0	0	0	0	7567000	1673000	567000	2886000	530000	0	3974000	192000	0	0	0	0	-33000	0	0	0	-3000	427000	-32000	0	0	76000	0	0	0	-298000	-2000	198000
1	SAPEC	BE0003625366	SAP	0	65	48.73522379472439	248.09230769230768	6.8307692307692305	12051.671384615385	SAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21000	0	92000	89000	10000	212000	1000	0	0	0	0	0	364000	10000	175000	147000	82000	0	265000	44000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	UCB	BE0003739530	UCB	0	65	48.46363480855198	208800.21538461538	1968.3076923076924	10110303.921846151	UCB	877000	296000	581000	754000	0	0	754000	124000	124000	0	124000	-30000	0	56000	0	740000	0	926000	627000	66000	2421000	79000	0	0	0	0	0	9907000	247000	2750000	2336000	2015000	0	5305000	2154000	2660000	0	0	0	59000	-41000	0	10000	-4000	133000	-60000	0	0	-62000	0	0	0	120000	-1000	190000
1	UMICORE	BE0003884047	UMI	0	65	34.04228660652497	425073.3538461538	3018.276923076923	14439664.01369231	UMI	2215000	2033000	182000	2138000	0	0	2138000	77000	77000	0	77000	0	0	46000	0	99000	0	719000	1106000	36000	1961000	223000	0	0	0	0	0	3512000	711000	314000	1350000	26000	54000	1789000	503000	1647000	0	0	0	31000	35000	0	64000	-64000	138000	-79000	0	0	-98000	0	0	0	-48000	5000	-3000
1	VAN DE VELDE	BE0003839561	VAN	0	65	35.895769488641875	7138.430769230769	57.23076923076923	256621.59399999998	VAN	43000	10000	33000	35000	0	0	35000	7000	7000	0	7000	-1000	0	6000	0	39000	0	18000	36000	0	96000	14000	0	0	0	0	0	197000	5000	0	15000	0	0	20000	3000	181000	0	0	0	2000	0	0	0	0	8000	-1000	0	0	-1000	0	0	0	0	0	6000
1	VGP	BE0003878957	VGP	0	65	18.76791068483725	152.43076923076924	1.7076923076923076	2857.7510769230767	VGP	4000	1000	4000	3000	0	0	3000	2000	2000	0	2000	-1000	0	8000	0	79000	0	10000	0	0	89000	1000	0	0	0	0	0	366000	6000	171000	28000	160000	0	200000	113000	104000	0	0	0	0	0	0	0	0	5000	0	0	0	-40000	0	0	0	70000	0	36000
1	WAREHOUSES-SICAFI	BE0003734481	WEB	0	59	52.47524691948975	576.1525423728814	5.677966101694915	30325.33711864407	WEB	5000	1000	4000	1000	0	0	1000	3000	3000	0	3000	0	0	3000	0	0	0	4000	0	0	5000	0	0	0	0	0	0	197000	1000	62000	67000	1000	0	68000	37000	17000	0	0	0	0	0	0	0	0	3000	0	0	0	-2000	0	0	0	-1000	0	0
1	WDP	BE0003763779	WDP	0	65	53.19642062520249	9319.876923076923	143.8153846153846	495961.44323076925	WDP	30000	8000	22000	10000	0	0	10000	20000	20000	0	20000	0	0	17000	0	2000	0	7000	0	9000	18000	11000	0	0	0	0	0	1308000	11000	711000	193000	521000	0	781000	306000	171000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	65	83.83726371333438	1823.0923076923077	59.04615384615385	152140.49246153844	WEHB	9000	1000	8000	1000	0	0	1000	8000	8000	0	8000	0	0	9000	0	3000	0	6000	0	0	9000	19000	0	0	0	0	0	627000	3000	121000	17000	113000	1000	136000	294000	194000	0	0	0	0	0	0	0	-2000	4000	0	0	0	-10000	0	0	0	6000	0	1000
1	ZETES INDUSTRIES	BE0003827442	ZTS	0	65	17.26720332456703	2332.0923076923077	17.661538461538463	40250.47461538461	ZTS	54000	31000	23000	52000	0	0	52000	2000	2000	0	2000	0	0	1000	0	11000	0	58000	14000	0	94000	3000	0	0	0	0	0	163000	29000	14000	80000	3000	0	86000	50000	3000	0	0	0	1000	0	0	0	-3000	0	-2000	0	0	-3000	0	0	0	3000	0	1000
1	SIOEN	BE0003743573	SIOE	0	65	8.193298381807622	17157.092307692306	57.723076923076924	139527.41599999997	SIOE	81000	64000	17000	75000	0	0	75000	5000	5000	0	5000	-1000	0	5000	0	41000	37000	53000	85000	3000	219000	0	0	0	0	0	0	347000	29000	134000	75000	100000	0	195000	46000	114000	0	0	0	4000	4000	0	4000	0	14000	-1000	0	0	-11000	0	0	0	-3000	0	0
1	SIPEF	BE0003898187	SIP	0	65	53.987210286804206	2914.3384615384616	53.10769230769231	157865.0849230769	SIP	70000	57000	13000	64000	0	0	64000	6000	6000	0	6000	0	0	19000	0	21000	0	46000	37000	8000	111000	15000	0	0	0	0	0	710000	15000	52000	93000	0	0	168000	67000	0	0	0	0	4000	0	0	0	1000	18000	-18000	0	0	-19000	0	0	0	-9000	0	-11000
1	SOFINA	BE0003717312	SOF	0	65	77.7829898511992	11048.446153846155	246.76923076923077	862497.3570769234	SOF	38000	5000	34000	5000	0	0	5000	33000	33000	0	33000	-1000	0	38000	0	336000	0	8000	0	0	580000	3671000	0	0	0	0	0	4304000	1000	177000	9000	177000	0	194000	84000	0	0	0	0	0	0	0	0	0	16000	0	0	0	-13000	0	0	0	-7000	0	-3000
1	TELENET GROUP	BE0003826436	TNET	0	65	39.66740765064765	81750.98461538462	870.6615384615385	3238266.191384616	TNET	417000	236000	181000	309000	0	0	309000	108000	108000	0	108000	-65000	0	-37000	0	214000	0	175000	15000	7000	432000	1000	0	0	0	0	0	3402000	142000	3868000	768000	3473000	0	4872000	45000	-2393000	0	0	0	36000	-7000	0	0	49000	189000	-60000	0	0	-73000	0	0	0	-11000	0	105000
1	TER BEKE	BE0003573814	TERB	0	65	56.49948948210724	505.2153846153846	9.430769230769231	28460.793076923073	TERB	102000	75000	27000	98000	0	0	98000	4000	4000	0	4000	0	0	2000	0	7000	0	65000	24000	0	96000	5000	0	0	0	0	0	241000	57000	58000	92000	39000	0	141000	53000	46000	0	0	0	4000	0	0	1000	0	8000	-3000	0	0	-2000	0	0	0	-6000	0	0
1	TESSENDERLO	BE0003555639	TESB	0	65	17.026174369472674	70041.86153846154	424.7076923076923	1170665.2810769232	TESB	346000	285000	61000	354000	0	0	354000	-8000	-8000	0	-8000	-18000	0	-18000	0	49000	0	176000	256000	13000	495000	29000	0	0	0	0	0	1090000	175000	308000	418000	200000	0	850000	261000	34000	0	0	0	15000	18000	0	5000	-17000	13000	-24000	0	0	-30000	0	0	0	30000	-1000	12000
1	TEXAF	BE0974263924	TEXF	0	65	35.09494609465657	760.2153846153847	10.953846153846154	26600.415538461544	TEXF	5000	1000	4000	3000	0	0	3000	2000	2000	0	2000	0	0	2000	0	7000	0	3000	5000	0	15000	0	0	0	0	0	0	108000	2000	5000	10000	2000	0	41000	8000	0	0	0	0	1000	0	0	0	0	2000	-2000	0	0	-1000	0	0	0	0	0	1000
1	THROMBOGENICS	BE0003846632	THR	0	65	18.82299086344415	170264.1076923077	1030.3538461538462	3237767.0921538463	THR	5000	1000	4000	19000	0	0	19000	-14000	-14000	0	-14000	0	0	-14000	0	165000	8000	12000	6000	0	192000	0	0	0	0	0	0	271000	10000	0	12000	0	0	12000	310000	-37000	0	0	0	2000	1000	0	0	0	-10000	0	0	0	0	0	0	0	0	0	-11000
1	TIGENIX	BE0003864817	TIG	0	65	0.3958258726136893	2862405.369230769	262	1203434.5695384617	TIG	1000	0	1000	5000	0	0	5000	-4000	-4000	0	-4000	0	0	-4000	0	16000	1000	2000	0	6000	24000	0	0	0	0	0	0	63000	2000	9000	6000	8000	0	15000	116000	-74000	0	0	0	0	0	0	0	-1000	-3000	0	0	0	-1000	0	0	0	10000	0	6000
1	TUBIZE-FIN	BE0003823409	TUB	0	65	42.72006462603372	9502.676923076922	106.49230769230769	407464.77507692296	TUB	0	0	0	0	0	0	0	0	0	0	0	-2000	0	17000	0	0	0	0	0	0	1000	1804000	0	0	0	0	0	1805000	0	232000	58000	175000	0	253000	236000	1401000	0	0	0	0	0	0	0	-3000	-3000	0	0	0	0	0	0	0	-12000	0	-15000
0	OPTION	BE0003836534	OPTI	0	66	0.2068167693628161	135033.42424242425	24.40909090909091	28607.40863636364	OPTI	2000	1000	1000	4000	0	0	4000	-2000	-2000	0	-2000	0	0	-2000	0	2000	0	1000	3000	0	6000	1000	0	0	0	0	0	12000	6000	9000	10000	8000	4000	18000	5000	-8000	0	0	0	-1000	1000	0	1000	0	-2000	0	0	0	-1000	0	0	0	0	0	-2000
0	PICANOL	BE0003807246	PIC	0	66	22.788366926295023	5992.363636363636	52.65151515151515	140923.2990909091	PIC	128000	97000	31000	106000	0	0	106000	22000	22000	0	22000	0	0	15000	0	40000	0	79000	53000	0	174000	189000	0	0	0	0	0	421000	52000	14000	111000	0	3000	132000	23000	262000	0	0	0	2000	0	0	0	4000	20000	-4000	0	0	-99000	0	0	0	-2000	-1000	-81000
0	REALDOLMEN	BE0003899193	REA	0	66	15.662814427172858	3928.378787878788	30.363636363636363	63091.82803030304	REA	58000	55000	2000	56000	0	0	56000	2000	2000	0	2000	0	0	2000	0	17000	1000	74000	1000	0	93000	0	0	0	0	0	0	218000	59000	20000	63000	16000	0	86000	91000	42000	0	0	0	1000	0	0	0	-3000	-1000	0	0	0	-1000	0	0	0	0	0	-3000
0	RECTICEL	BE0003656676	REC	0	66	5.217731212750154	20351.636363636364	70.06060606060606	105277.31681818182	REC	172000	136000	36000	171000	0	0	171000	1000	1000	0	1000	-2000	0	-13000	0	26000	0	103000	94000	4000	235000	73000	0	0	0	0	0	612000	82000	165000	265000	81000	1000	426000	179000	34000	0	0	0	5000	7000	0	1000	8000	-6000	-2000	0	0	2000	0	0	0	-1000	0	-4000
0	RENTABILIWEB	BE0946620946	BIL	0	66	5.120394646281094	9287.333333333334	27.40909090909091	47687.36196969699	BIL	19000	18000	2000	18000	0	0	18000	1000	1000	0	1000	0	0	1000	0	6000	0	29000	0	0	36000	0	0	0	0	0	0	96000	11000	0	24000	0	0	25000	38000	3000	0	0	0	0	0	0	0	-2000	-1000	0	0	0	0	0	0	0	0	0	-1000
0	RESILUX	BE0003707214	RES	0	66	66.21758448953172	1938.4848484848485	40.84848484848485	134777.29742424245	RES	72000	58000	13000	68000	0	0	68000	3000	3000	0	3000	-1000	0	2000	0	6000	0	40000	42000	2000	90000	0	0	0	0	0	0	183000	39000	50000	71000	26000	0	104000	34000	0	0	0	0	4000	-2000	0	0	4000	3000	-4000	0	0	-5000	0	0	0	2000	0	0
0	RETAIL ESTATES	BE0003720340	RET	0	66	55.1078178176802	2105.681818181818	27.37878787878788	115098.18848484849	RET	13000	2000	11000	3000	0	0	3000	10000	10000	0	10000	-4000	0	7000	0	43000	0	4000	0	7000	54000	0	0	0	0	0	0	758000	13000	353000	68000	307000	0	415000	254000	43000	0	0	0	0	-1000	0	0	-2000	2000	0	0	0	-7000	0	0	0	25000	0	21000
0	RHJ INTERNATIONAL	BE0003815322	RHJI	0	66	3.8153180993032354	70616.66666666667	94.28787878787878	270477.61757575755	RHJI	43000	2000	41000	41000	0	0	41000	2000	2000	0	2000	-15000	0	-9000	0	202000	0	886000	0	1000	2456000	113000	0	0	0	0	0	2958000	2000	2000	2202000	1000	0	2436000	508000	30000	0	0	0	0	3000	0	0	44000	34000	0	0	0	-146000	0	0	0	0	10000	-102000
0	ROULARTA	BE0003741551	ROU	0	66	11.347059100246183	1770.6666666666667	11.409090909090908	20175.851060606055	ROU	164000	103000	61000	163000	0	0	163000	1000	1000	0	1000	-2000	0	-26000	0	28000	23000	185000	19000	47000	302000	4000	0	0	0	0	0	852000	163000	128000	283000	121000	0	554000	204000	104000	0	0	0	2000	-1000	0	0	1000	0	-1000	0	0	9000	0	0	0	-7000	0	2000
0	RTL GROUP	LU0061462528	RTL	0	66	66.05245900001427	36015.27272727273	344	2413741.5407575755	RTL	1269000	447000	822000	1113000	0	0	1113000	156000	156000	0	156000	-9000	0	126000	0	377000	0	1643000	29000	1075000	3124000	322000	0	0	0	0	0	7310000	2360000	832000	2955000	512000	0	3998000	192000	0	0	0	0	40000	0	0	0	4000	113000	-21000	0	0	61000	0	0	0	-106000	-1000	67000
0	SAPEC	BE0003625366	SAP	0	64	45.549370315401326	363.84375	7.46875	16592.9209375	SAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21000	0	92000	89000	10000	212000	1000	0	0	0	0	0	364000	10000	175000	147000	82000	0	265000	44000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	MDXHEALTH	BE0003844611	MDXH	0	66	2.585220205869884	77287.59090909091	77	204722.3862121212	MDXH	2000	2000	0	6000	0	0	6000	-4000	-4000	0	-4000	0	0	-4000	0	25000	0	2000	0	0	28000	0	0	0	0	0	0	29000	3000	0	5000	0	0	5000	79000	-56000	0	0	0	0	0	0	0	0	-4000	0	0	0	-1000	0	0	0	0	0	-4000
0	MIKO	BE0003731453	MIKO	0	60	58.499531055543585	420.5833333333333	4.683333333333334	24390.552333333333	MIKO	36000	21000	16000	34000	0	0	34000	2000	2000	0	2000	0	0	2000	0	10000	0	27000	21000	1000	59000	0	0	0	0	0	0	118000	12000	26000	28000	12000	0	51000	5000	0	0	0	0	3000	3000	0	0	0	7000	-3000	0	0	-3000	0	0	0	0	0	4000
0	MOBISTAR	BE0003735496	MOBB	0	66	12.505227681371792	203476.39393939395	908.3484848484849	2393388.3178787883	MOBB	357000	246000	111000	329000	0	0	329000	29000	29000	0	29000	-1000	0	15000	0	14000	0	229000	21000	3000	279000	3000	0	0	0	0	0	1450000	352000	571000	493000	549000	0	1113000	132000	205000	0	0	0	42000	16000	0	4000	0	66000	-125000	0	0	-109000	0	0	0	44000	0	1000
0	MONTEA C.V.A.	BE0003853703	MONT	0	66	29.542952037073288	1205.9242424242425	9.954545454545455	35343.19348484848	MONT	6000	0	6000	1000	0	0	1000	5000	5000	0	5000	-2000	0	2000	0	0	0	0	0	15000	15000	0	0	0	0	0	0	321000	0	177000	16000	177000	0	193000	128000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	NYRSTAR	BE0003876936	NYR	0	66	2.6998341973736943	571844.2575757576	500.969696969697	1534246.3483333332	NYR	697000	382000	315000	607000	0	0	607000	90000	90000	0	90000	-9000	0	-52000	0	292000	0	181000	516000	15000	1033000	46000	0	0	0	0	0	3220000	436000	962000	997000	839000	3000	2350000	1650000	-506000	0	0	0	89000	21000	0	13000	19000	102000	-41000	0	0	-41000	0	0	0	36000	-7000	90000
0	OIM	GB00B063YS85	OIM	0	63	0.3230011993540288	27157.555555555555	8.174603174603174	8941.487619047624	OIM	12000	7000	5000	11000	0	0	11000	0	0	0	0	0	0	0	0	2000	0	10000	1000	0	13000	0	0	0	0	0	0	23000	2000	1000	8000	1000	0	10000	7000	6000	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	1000
0	BEKAERT	BE0974258874	BEKB	0	66	27.40544453536416	117174.5303030303	1103.3484848484848	3208913.141969696	BEKB	769000	652000	117000	728000	0	0	728000	41000	41000	0	41000	-17000	0	1000	0	392000	10000	781000	539000	36000	1772000	179000	0	0	0	0	0	3380000	339000	1012000	972000	688000	0	1877000	208000	1308000	0	0	0	31000	0	0	0	81000	122000	-31000	0	0	-26000	0	0	0	-56000	-3000	37000
0	BPOST	BE0974268972	BPOST	0	66	14.403034336276567	266439.74242424243	557.1969696969697	3832397.966363636	BPOST	553000	438000	115000	484000	0	0	484000	69000	69000	0	69000	-5000	0	54000	0	631000	0	288000	8000	0	927000	351000	0	0	0	0	0	1994000	648000	95000	733000	86000	0	1278000	364000	235000	0	0	0	22000	2000	0	-1000	-4000	-7000	-9000	0	0	4000	0	0	0	0	0	-3000
0	BREDERODE	LU1068091351	BREB	0	66	25.45135115369618	4259.545454545455	33.07575757575758	108474.37863636368	BREB	38000	0	38000	-1000	0	0	-1000	39000	39000	0	39000	0	0	34000	0	34000	0	5000	0	4000	43000	1090000	0	0	0	0	0	1138000	0	0	19000	0	0	19000	246000	0	0	0	0	0	0	0	0	7000	0	0	0	0	4000	0	0	0	0	0	4000
0	CARDIO3 BIO	BE0974260896	CARD	0	63	16.473679793984815	6810.650793650793	51.77777777777778	118869.15428571428	CARD	0	2000	-2000	3000	0	0	3000	-3000	-3000	0	-3000	0	0	-3000	0	19000	3000	0	0	0	23000	0	0	0	0	0	0	32000	2000	0	3000	0	1000	15000	55000	-36000	0	0	0	0	0	0	0	0	-3000	0	0	0	-2000	0	0	0	12000	0	8000
0	CFE	BE0003883031	CFEB	0	66	44.74304298023213	21961.621212121212	256.56060606060606	1064556.1381818182	CFEB	592000	369000	223000	568000	0	0	568000	24000	24000	0	24000	-10000	0	-44000	0	475000	1000	1117000	216000	101000	1909000	42000	0	0	0	0	0	4161000	1046000	1287000	1951000	859000	0	2958000	841000	358000	0	0	0	32000	17000	0	-1000	0	65000	-13000	0	0	73000	0	0	0	-13000	1000	126000
0	COFINIMMO	BE0003593044	COFB	0	66	85.49339722665606	31001.5	717.3636363636364	2652076.6365151512	COFB	68000	18000	50000	20000	0	0	20000	48000	48000	0	48000	-17000	0	22000	0	9000	0	72000	0	51000	132000	37000	0	0	0	0	0	3715000	78000	1745000	357000	1538000	0	2042000	1315000	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	COLRUYT	BE0974256852	COLR	0	66	42.54791142693473	116964.63636363637	1247.1060606060605	4969504.144848485	COLR	2126000	1596000	530000	1999000	0	0	1999000	127000	127000	0	127000	-2000	0	88000	0	615000	22000	550000	565000	2000	1754000	157000	0	0	0	0	0	3645000	1016000	31000	1678000	28000	0	1828000	249000	1822000	0	0	0	47000	-26000	0	-7000	0	117000	-62000	0	0	-59000	0	0	0	-3000	0	55000
0	D&#039;IETEREN	BE0974259880	DIE	0	66	34.56258483462864	36763.333333333336	554.2424242424242	1268504.6943939393	DIE	1246000	853000	394000	1205000	0	0	1205000	41000	41000	0	41000	-13000	0	18000	0	200000	288000	394000	539000	2000	1431000	70000	0	0	0	0	0	3555000	194000	1038000	923000	686000	0	1830000	184000	1640000	0	0	0	17000	0	0	0	22000	64000	-34000	0	0	-130000	0	0	0	100000	-1000	34000
